ID,Date,Product_ID,Quantity,Unit_Price,Total,Staff_ID,Staff_Name,Sale_Time,Customer_ID
63,2024-04-02,5,2,0.72,1.44,1,Fabrizio,17:00,C2269
64,2024-04-02,5,3,0.72,2.16,1,Fabrizio,09:45,C1645
65,2024-04-02,12,1,199.0,199.0,2,Angela,15:30,C0940
66,2024-04-02,14,1,85.0,85.0,2,Angela,13:00,C0343
67,2024-04-02,21,1,32.0,32.0,2,Angela,12:00,C2203
68,2024-04-02,19,1,27.0,27.0,4,Katia,19:00,C2986
69,2024-04-02,11,1,699.0,699.0,4,Katia,13:30,C0841
70,2024-04-02,10,1,399.0,399.0,3,Laura,10:15,C2028
71,2024-04-02,11,1,699.0,699.0,3,Laura,12:15,C2435
72,2024-04-02,5,2,0.72,1.44,4,Katia,13:15,C0894
73,2024-04-02,9,1,99.0,99.0,1,Fabrizio,12:45,C1933
74,2024-04-02,2,2,0.49,0.98,1,Fabrizio,11:15,C1339
75,2024-04-02,2,1,0.49,0.49,4,Katia,15:15,C0038
76,2024-04-02,10,1,399.0,399.0,1,Fabrizio,13:15,C1365
77,2024-04-02,7,1,0.47,0.47,4,Katia,17:45,C0851
78,2024-04-02,21,1,32.0,32.0,1,Fabrizio,20:15,C2777
79,2024-04-02,8,1,0.61,0.61,2,Angela,20:15,C0231
80,2024-04-02,15,1,29.0,29.0,2,Angela,16:15,C2500
81,2024-04-02,4,3,0.54,1.62,2,Angela,11:30,C1366
82,2024-04-02,10,1,399.0,399.0,2,Angela,10:45,C2305
83,2024-04-02,5,1,0.72,0.72,2,Angela,12:15,C2482
84,2024-04-03,13,1,169.0,169.0,4,Katia,13:45,C0209
85,2024-04-03,18,1,28.0,28.0,4,Katia,10:15,C1225
86,2024-04-03,5,3,0.72,2.16,2,Angela,14:30,C2185
87,2024-04-03,15,1,29.0,29.0,3,Laura,20:00,C2613
88,2024-04-03,15,1,29.0,29.0,3,Laura,15:45,C2904
89,2024-04-03,19,1,27.0,27.0,1,Fabrizio,14:45,C2769
90,2024-04-03,8,2,0.61,1.22,4,Katia,16:15,C2893
91,2024-04-03,7,3,0.47,1.41,2,Angela,12:15,C2084
92,2024-04-03,5,3,0.72,2.16,4,Katia,15:30,C1239
93,2024-04-03,8,2,0.61,1.22,1,Fabrizio,11:45,C2075
94,2024-04-03,3,3,0.7,2.1,2,Angela,11:15,C2066
95,2024-04-03,1,2,0.6,1.2,3,Laura,18:00,C0630
96,2024-04-03,16,1,30.0,30.0,2,Angela,14:45,C0579
97,2024-04-03,1,2,0.6,1.2,1,Fabrizio,13:30,C0903
98,2024-04-03,2,2,0.49,0.98,4,Katia,11:30,C1850
99,2024-04-03,3,1,0.7,0.7,2,Angela,16:15,C1054
100,2024-04-03,3,3,0.7,2.1,2,Angela,14:15,C0123
101,2024-04-03,12,1,199.0,199.0,2,Angela,12:15,C0957
102,2024-04-03,5,3,0.72,2.16,2,Angela,20:00,C1001
103,2024-04-03,7,1,0.47,0.47,1,Fabrizio,18:45,C0987
104,2024-04-03,14,1,85.0,85.0,3,Laura,11:00,C1252
105,2024-04-03,6,3,0.74,2.22,4,Katia,16:15,C0338
106,2024-04-03,9,1,99.0,99.0,3,Laura,19:45,C0991
107,2024-04-03,2,3,0.49,1.47,2,Angela,10:45,C2321
108,2024-04-03,2,1,0.49,0.49,1,Fabrizio,19:45,C1461
109,2024-04-03,11,1,699.0,699.0,4,Katia,18:00,C0902
110,2024-04-03,14,1,85.0,85.0,3,Laura,19:15,C2087
111,2024-04-03,6,1,0.74,0.74,4,Katia,20:15,C2730
112,2024-04-03,9,1,99.0,99.0,4,Katia,10:00,C0426
113,2024-04-03,11,1,699.0,699.0,4,Katia,19:15,C2363
114,2024-04-03,19,1,27.0,27.0,2,Angela,15:00,C0614
115,2024-04-03,1,2,0.6,1.2,4,Katia,17:45,C2803
116,2024-04-03,7,1,0.47,0.47,1,Fabrizio,18:45,C2205
117,2024-04-03,9,1,99.0,99.0,2,Angela,19:15,C0872
118,2024-04-03,11,1,699.0,699.0,2,Angela,17:00,C2825
119,2024-04-03,14,1,85.0,85.0,3,Laura,15:30,C2305
120,2024-04-03,20,1,31.0,31.0,2,Angela,16:30,C2000
121,2024-04-03,3,1,0.7,0.7,2,Angela,15:45,C1894
122,2024-04-03,11,1,699.0,699.0,3,Laura,10:45,C2903
123,2024-04-03,10,1,399.0,399.0,1,Fabrizio,09:00,C0635
124,2024-04-03,12,1,199.0,199.0,4,Katia,18:15,C2504
125,2024-04-03,7,3,0.47,1.41,4,Katia,14:15,C2095
126,2024-04-03,2,3,0.49,1.47,2,Angela,18:30,C2058
127,2024-04-03,12,1,199.0,199.0,2,Angela,12:45,C2192
128,2024-04-03,8,1,0.61,0.61,3,Laura,10:15,C1455
129,2024-04-03,11,1,699.0,699.0,3,Laura,16:30,C0487
130,2024-04-03,15,1,29.0,29.0,3,Laura,18:15,C1897
131,2024-04-03,13,1,169.0,169.0,3,Laura,16:15,C2639
132,2024-04-03,12,1,199.0,199.0,1,Fabrizio,16:15,C1456
133,2024-04-03,12,1,199.0,199.0,3,Laura,12:30,C2947
134,2024-04-03,10,1,399.0,399.0,4,Katia,15:45,C0207
135,2024-04-04,17,1,30.0,30.0,3,Laura,18:30,C1625
136,2024-04-04,16,1,30.0,30.0,2,Angela,16:30,C2958
137,2024-04-04,11,1,699.0,699.0,4,Katia,11:45,C1526
138,2024-04-04,15,1,29.0,29.0,3,Laura,16:30,C1483
139,2024-04-04,17,1,30.0,30.0,2,Angela,09:00,C0259
140,2024-04-04,1,3,0.6,1.8,4,Katia,10:15,C1353
141,2024-04-04,17,1,30.0,30.0,2,Angela,13:45,C0454
142,2024-04-04,10,1,399.0,399.0,3,Laura,16:00,C0799
143,2024-04-04,1,3,0.6,1.8,2,Angela,11:45,C0375
144,2024-04-04,5,3,0.72,2.16,2,Angela,15:30,C2512
145,2024-04-04,19,1,27.0,27.0,1,Fabrizio,14:30,C0075
146,2024-04-04,15,1,29.0,29.0,1,Fabrizio,09:45,C0242
147,2024-04-04,8,3,0.61,1.83,3,Laura,20:30,C1041
148,2024-04-04,2,1,0.49,0.49,4,Katia,20:15,C1713
149,2024-04-04,14,1,85.0,85.0,4,Katia,18:30,C0123
150,2024-04-04,2,2,0.49,0.98,4,Katia,16:45,C2003
151,2024-04-04,6,1,0.74,0.74,3,Laura,15:00,C2159
152,2024-04-04,4,1,0.54,0.54,3,Laura,17:45,C2282
153,2024-04-04,3,2,0.7,1.4,4,Katia,11:30,C0497
154,2024-04-04,12,1,199.0,199.0,2,Angela,16:00,C1146
155,2024-04-04,19,1,27.0,27.0,2,Angela,18:15,C1474
156,2024-04-04,21,1,32.0,32.0,3,Laura,18:45,C0727
157,2024-04-04,16,1,30.0,30.0,2,Angela,13:00,C1832
158,2024-04-04,1,3,0.6,1.8,4,Katia,14:30,C1822
159,2024-04-04,11,1,699.0,699.0,1,Fabrizio,20:30,C1817
160,2024-04-04,14,1,85.0,85.0,2,Angela,13:00,C0092
161,2024-04-04,3,1,0.7,0.7,3,Laura,12:30,C1970
162,2024-04-04,9,1,99.0,99.0,4,Katia,13:45,C2385
163,2024-04-04,9,1,99.0,99.0,1,Fabrizio,19:15,C0513
164,2024-04-04,7,3,0.47,1.41,4,Katia,12:15,C0603
165,2024-04-04,21,1,32.0,32.0,3,Laura,19:45,C0428
166,2024-04-04,1,3,0.6,1.8,3,Laura,17:15,C2020
167,2024-04-04,12,1,199.0,199.0,2,Angela,15:15,C1457
168,2024-04-04,18,1,28.0,28.0,1,Fabrizio,12:45,C0007
169,2024-04-04,10,1,399.0,399.0,1,Fabrizio,12:45,C2168
170,2024-04-04,20,1,31.0,31.0,4,Katia,20:00,C2435
171,2024-04-04,1,3,0.6,1.8,1,Fabrizio,14:45,C1374
172,2024-04-04,5,1,0.72,0.72,1,Fabrizio,18:30,C0641
173,2024-04-04,12,1,199.0,199.0,2,Angela,10:00,C1122
174,2024-04-04,11,1,699.0,699.0,1,Fabrizio,17:15,C1067
175,2024-04-04,10,1,399.0,399.0,2,Angela,18:30,C2231
176,2024-04-04,16,1,30.0,30.0,3,Laura,14:30,C2745
177,2024-04-04,11,1,699.0,699.0,2,Angela,17:00,C0565
178,2024-04-04,4,2,0.54,1.08,2,Angela,10:30,C1697
179,2024-04-04,19,1,27.0,27.0,1,Fabrizio,11:15,C0446
180,2024-04-04,8,1,0.61,0.61,1,Fabrizio,10:00,C1931
181,2024-04-04,12,1,199.0,199.0,1,Fabrizio,20:45,C0200
182,2024-04-04,19,1,27.0,27.0,4,Katia,14:45,C2996
183,2024-04-04,5,3,0.72,2.16,2,Angela,09:00,C0513
184,2024-04-04,20,1,31.0,31.0,4,Katia,19:15,C0990
185,2024-04-04,16,1,30.0,30.0,3,Laura,15:45,C2261
186,2024-04-04,16,1,30.0,30.0,1,Fabrizio,16:30,C1402
187,2024-04-04,14,1,85.0,85.0,3,Laura,19:00,C1813
188,2024-04-04,6,3,0.74,2.22,4,Katia,13:00,C0546
189,2024-04-04,3,2,0.7,1.4,4,Katia,09:00,C2534
190,2024-04-04,15,1,29.0,29.0,2,Angela,19:15,C2010
191,2024-04-04,4,1,0.54,0.54,1,Fabrizio,10:45,C1806
192,2024-04-04,7,3,0.47,1.41,1,Fabrizio,17:15,C2216
193,2024-04-04,1,2,0.6,1.2,1,Fabrizio,12:30,C0890
194,2024-04-05,1,1,0.6,0.6,1,Fabrizio,20:45,C0931
195,2024-04-05,19,1,27.0,27.0,2,Angela,15:30,C0828
196,2024-04-05,6,3,0.74,2.22,1,Fabrizio,11:30,C2185
197,2024-04-05,18,1,28.0,28.0,2,Angela,13:45,C2163
198,2024-04-05,6,3,0.74,2.22,1,Fabrizio,20:30,C1276
199,2024-04-05,11,1,699.0,699.0,1,Fabrizio,12:45,C1517
200,2024-04-05,19,1,27.0,27.0,2,Angela,16:45,C1313
201,2024-04-05,1,3,0.6,1.8,3,Laura,19:45,C1073
202,2024-04-05,20,1,31.0,31.0,2,Angela,13:00,C0516
203,2024-04-05,20,1,31.0,31.0,4,Katia,18:45,C1915
204,2024-04-05,5,1,0.72,0.72,2,Angela,15:15,C0688
205,2024-04-05,11,1,699.0,699.0,4,Katia,15:30,C1020
206,2024-04-05,10,1,399.0,399.0,1,Fabrizio,14:00,C1296
207,2024-04-05,13,1,169.0,169.0,2,Angela,10:45,C1050
208,2024-04-05,8,2,0.61,1.22,1,Fabrizio,14:45,C1094
209,2024-04-05,16,1,30.0,30.0,1,Fabrizio,09:30,C2341
210,2024-04-05,6,1,0.74,0.74,2,Angela,12:15,C1258
211,2024-04-05,2,1,0.49,0.49,3,Laura,18:45,C2279
212,2024-04-05,4,2,0.54,1.08,1,Fabrizio,16:30,C2986
213,2024-04-05,11,1,699.0,699.0,4,Katia,14:45,C1610
214,2024-04-05,18,1,28.0,28.0,4,Katia,18:15,C1145
215,2024-04-05,4,1,0.54,0.54,4,Katia,20:15,C0518
216,2024-04-05,21,1,32.0,32.0,1,Fabrizio,17:45,C0706
217,2024-04-05,9,1,99.0,99.0,4,Katia,20:15,C2425
218,2024-04-05,10,1,399.0,399.0,4,Katia,13:00,C1935
219,2024-04-05,1,1,0.6,0.6,3,Laura,11:45,C2485
220,2024-04-05,8,2,0.61,1.22,1,Fabrizio,19:00,C2901
221,2024-04-05,9,1,99.0,99.0,4,Katia,10:30,C1746
222,2024-04-05,6,3,0.74,2.22,2,Angela,20:15,C1669
223,2024-04-05,17,1,30.0,30.0,4,Katia,20:00,C0970
224,2024-04-05,16,1,30.0,30.0,4,Katia,09:45,C2547
225,2024-04-05,21,1,32.0,32.0,1,Fabrizio,16:00,C1198
226,2024-04-05,16,1,30.0,30.0,2,Angela,19:30,C1687
227,2024-04-05,12,1,199.0,199.0,1,Fabrizio,20:45,C2648
228,2024-04-05,16,1,30.0,30.0,4,Katia,12:45,C1533
229,2024-04-05,10,1,399.0,399.0,4,Katia,20:45,C0778
230,2024-04-05,10,1,399.0,399.0,4,Katia,12:30,C1334
231,2024-04-05,1,1,0.6,0.6,4,Katia,09:15,C2118
232,2024-04-05,10,1,399.0,399.0,2,Angela,11:30,C2253
233,2024-04-05,17,1,30.0,30.0,2,Angela,13:45,C2389
234,2024-04-05,2,2,0.49,0.98,3,Laura,13:45,C0118
235,2024-04-05,12,1,199.0,199.0,3,Laura,15:00,C2937
236,2024-04-05,15,1,29.0,29.0,2,Angela,14:00,C0015
237,2024-04-05,4,2,0.54,1.08,2,Angela,10:30,C1346
238,2024-04-05,8,1,0.61,0.61,3,Laura,17:30,C2042
239,2024-04-05,2,2,0.49,0.98,4,Katia,15:45,C2043
240,2024-04-05,1,3,0.6,1.8,3,Laura,18:45,C0911
241,2024-04-05,14,1,85.0,85.0,1,Fabrizio,13:30,C2675
242,2024-04-05,13,1,169.0,169.0,2,Angela,20:15,C1556
243,2024-04-05,16,1,30.0,30.0,4,Katia,14:30,C0690
244,2024-04-05,16,1,30.0,30.0,1,Fabrizio,16:30,C0774
245,2024-04-05,9,1,99.0,99.0,3,Laura,18:45,C1615
246,2024-04-05,7,2,0.47,0.94,2,Angela,13:15,C1535
247,2024-04-05,12,1,199.0,199.0,4,Katia,12:30,C2961
248,2024-04-05,7,1,0.47,0.47,3,Laura,16:15,C0120
249,2024-04-05,12,1,199.0,199.0,2,Angela,16:30,C2074
250,2024-04-05,8,3,0.61,1.83,3,Laura,11:15,C1737
251,2024-04-05,13,1,169.0,169.0,4,Katia,09:00,C0064
252,2024-04-05,1,2,0.6,1.2,2,Angela,12:15,C0460
253,2024-04-05,16,1,30.0,30.0,2,Angela,10:45,C1750
254,2024-04-05,8,1,0.61,0.61,1,Fabrizio,11:45,C2362
255,2024-04-05,21,1,32.0,32.0,2,Angela,11:30,C2853
256,2024-04-05,17,1,30.0,30.0,2,Angela,15:15,C1614
257,2024-04-05,9,1,99.0,99.0,3,Laura,19:00,C2784
258,2024-04-05,3,2,0.7,1.4,1,Fabrizio,17:45,C2937
259,2024-04-05,16,1,30.0,30.0,2,Angela,20:15,C1564
260,2024-04-05,4,2,0.54,1.08,2,Angela,11:30,C0982
261,2024-04-05,2,1,0.49,0.49,3,Laura,15:15,C2627
262,2024-04-06,8,2,0.61,1.22,3,Laura,17:30,C1150
263,2024-04-06,1,3,0.6,1.8,4,Katia,16:00,C0972
264,2024-04-06,16,1,30.0,30.0,2,Angela,09:15,C2909
265,2024-04-06,3,2,0.7,1.4,3,Laura,19:15,C0707
266,2024-04-06,13,1,169.0,169.0,2,Angela,16:30,C1710
267,2024-04-06,12,1,199.0,199.0,4,Katia,11:30,C1367
268,2024-04-06,19,1,27.0,27.0,4,Katia,15:15,C1847
269,2024-04-06,13,1,169.0,169.0,3,Laura,18:00,C0395
270,2024-04-06,1,2,0.6,1.2,4,Katia,14:15,C0484
271,2024-04-06,9,1,99.0,99.0,4,Katia,17:45,C0666
272,2024-04-06,13,1,169.0,169.0,2,Angela,17:30,C0456
273,2024-04-06,6,3,0.74,2.22,2,Angela,12:00,C0210
274,2024-04-06,15,1,29.0,29.0,3,Laura,16:00,C0525
275,2024-04-06,17,1,30.0,30.0,1,Fabrizio,16:30,C0676
276,2024-04-06,19,1,27.0,27.0,1,Fabrizio,10:30,C1002
277,2024-04-06,7,2,0.47,0.94,3,Laura,18:00,C0896
278,2024-04-06,2,2,0.49,0.98,4,Katia,09:00,C1004
279,2024-04-06,21,1,32.0,32.0,1,Fabrizio,16:00,C1600
280,2024-04-06,6,2,0.74,1.48,1,Fabrizio,18:30,C2355
281,2024-04-06,5,1,0.72,0.72,1,Fabrizio,16:30,C0060
282,2024-04-06,7,1,0.47,0.47,4,Katia,11:45,C0386
283,2024-04-06,13,1,169.0,169.0,1,Fabrizio,19:00,C2104
284,2024-04-06,5,2,0.72,1.44,2,Angela,15:30,C2216
285,2024-04-06,2,3,0.49,1.47,3,Laura,20:45,C1436
286,2024-04-06,13,1,169.0,169.0,3,Laura,14:00,C2765
287,2024-04-06,13,1,169.0,169.0,4,Katia,10:00,C2913
288,2024-04-06,19,1,27.0,27.0,4,Katia,15:30,C1795
289,2024-04-06,17,1,30.0,30.0,2,Angela,13:30,C2530
290,2024-04-06,21,1,32.0,32.0,4,Katia,17:15,C1943
291,2024-04-06,6,3,0.74,2.22,1,Fabrizio,18:30,C1591
292,2024-04-06,21,1,32.0,32.0,1,Fabrizio,16:15,C2388
293,2024-04-06,11,1,699.0,699.0,2,Angela,20:45,C0796
294,2024-04-06,5,3,0.72,2.16,2,Angela,10:30,C0892
295,2024-04-06,5,2,0.72,1.44,1,Fabrizio,15:00,C2824
296,2024-04-06,8,1,0.61,0.61,2,Angela,16:15,C1283
297,2024-04-06,5,1,0.72,0.72,4,Katia,18:00,C0601
298,2024-04-06,11,1,699.0,699.0,2,Angela,17:00,C2485
299,2024-04-06,6,3,0.74,2.22,1,Fabrizio,16:30,C1246
300,2024-04-06,16,1,30.0,30.0,2,Angela,09:15,C1437
301,2024-04-06,6,3,0.74,2.22,3,Laura,17:45,C1374
302,2024-04-06,6,3,0.74,2.22,2,Angela,09:00,C1083
303,2024-04-06,10,1,399.0,399.0,1,Fabrizio,09:30,C0152
304,2024-04-06,10,1,399.0,399.0,3,Laura,11:15,C0934
305,2024-04-06,7,2,0.47,0.94,3,Laura,19:45,C2588
306,2024-04-06,17,1,30.0,30.0,3,Laura,13:00,C2273
307,2024-04-06,1,2,0.6,1.2,2,Angela,09:15,C1342
308,2024-04-06,3,1,0.7,0.7,2,Angela,15:00,C2611
309,2024-04-06,1,1,0.6,0.6,1,Fabrizio,17:00,C0558
310,2024-04-06,4,1,0.54,0.54,2,Angela,18:45,C1498
311,2024-04-06,13,1,169.0,169.0,2,Angela,19:15,C1870
312,2024-04-06,9,1,99.0,99.0,4,Katia,19:45,C0618
313,2024-04-06,17,1,30.0,30.0,4,Katia,13:45,C1820
314,2024-04-06,21,1,32.0,32.0,3,Laura,18:45,C0024
315,2024-04-06,1,3,0.6,1.8,1,Fabrizio,18:15,C1543
316,2024-04-06,15,1,29.0,29.0,4,Katia,19:45,C2416
317,2024-04-06,5,1,0.72,0.72,1,Fabrizio,14:45,C2020
318,2024-04-06,7,3,0.47,1.41,2,Angela,09:45,C0999
319,2024-04-06,19,1,27.0,27.0,3,Laura,18:00,C2383
320,2024-04-06,2,3,0.49,1.47,1,Fabrizio,12:00,C1457
321,2024-04-06,19,1,27.0,27.0,3,Laura,14:00,C0003
322,2024-04-06,8,3,0.61,1.83,2,Angela,15:30,C1008
323,2024-04-06,13,1,169.0,169.0,3,Laura,19:45,C1282
324,2024-04-06,11,1,699.0,699.0,3,Laura,16:00,C0263
325,2024-04-06,8,2,0.61,1.22,1,Fabrizio,16:45,C0121
326,2024-04-07,19,1,27.0,27.0,4,Katia,11:45,C1744
327,2024-04-07,12,1,199.0,199.0,2,Angela,11:00,C0021
328,2024-04-07,19,1,27.0,27.0,1,Fabrizio,18:00,C0905
329,2024-04-07,14,1,85.0,85.0,4,Katia,09:15,C0140
330,2024-04-07,18,1,28.0,28.0,3,Laura,19:45,C1816
331,2024-04-07,5,3,0.72,2.16,2,Angela,11:45,C1313
332,2024-04-07,14,1,85.0,85.0,3,Laura,17:30,C0206
333,2024-04-07,3,3,0.7,2.1,1,Fabrizio,16:30,C0043
334,2024-04-07,4,2,0.54,1.08,1,Fabrizio,18:00,C2898
335,2024-04-07,17,1,30.0,30.0,1,Fabrizio,11:15,C1029
336,2024-04-07,17,1,30.0,30.0,1,Fabrizio,09:15,C2255
337,2024-04-07,4,2,0.54,1.08,1,Fabrizio,17:30,C2683
338,2024-04-07,2,3,0.49,1.47,3,Laura,18:15,C1863
339,2024-04-07,14,1,85.0,85.0,3,Laura,18:30,C0345
340,2024-04-07,7,1,0.47,0.47,4,Katia,13:30,C1166
341,2024-04-07,9,1,99.0,99.0,1,Fabrizio,18:15,C2420
342,2024-04-07,9,1,99.0,99.0,1,Fabrizio,15:15,C2595
343,2024-04-07,11,1,699.0,699.0,3,Laura,17:00,C1388
344,2024-04-07,9,1,99.0,99.0,3,Laura,15:00,C0984
345,2024-04-07,5,2,0.72,1.44,4,Katia,15:30,C0335
346,2024-04-07,2,2,0.49,0.98,4,Katia,10:30,C2059
347,2024-04-07,18,1,28.0,28.0,4,Katia,10:00,C2123
348,2024-04-07,14,1,85.0,85.0,1,Fabrizio,17:15,C1324
349,2024-04-07,15,1,29.0,29.0,4,Katia,18:00,C2995
350,2024-04-07,3,1,0.7,0.7,4,Katia,15:45,C2961
351,2024-04-07,15,1,29.0,29.0,2,Angela,18:15,C2758
352,2024-04-07,6,2,0.74,1.48,1,Fabrizio,16:15,C2901
353,2024-04-07,10,1,399.0,399.0,1,Fabrizio,11:30,C0776
354,2024-04-07,17,1,30.0,30.0,3,Laura,20:45,C0886
355,2024-04-07,4,3,0.54,1.62,1,Fabrizio,10:45,C2036
356,2024-04-07,10,1,399.0,399.0,1,Fabrizio,13:30,C0736
357,2024-04-07,2,3,0.49,1.47,1,Fabrizio,18:30,C2682
358,2024-04-07,5,3,0.72,2.16,1,Fabrizio,09:45,C1052
359,2024-04-07,5,3,0.72,2.16,1,Fabrizio,13:45,C1487
360,2024-04-07,6,2,0.74,1.48,3,Laura,20:45,C0396
361,2024-04-07,16,1,30.0,30.0,4,Katia,19:15,C0683
362,2024-04-07,4,1,0.54,0.54,3,Laura,18:00,C2002
363,2024-04-07,13,1,169.0,169.0,1,Fabrizio,14:30,C2469
364,2024-04-07,7,1,0.47,0.47,4,Katia,17:15,C0364
365,2024-04-07,10,1,399.0,399.0,3,Laura,19:30,C1855
366,2024-04-07,18,1,28.0,28.0,3,Laura,19:00,C1782
367,2024-04-07,18,1,28.0,28.0,3,Laura,20:30,C0093
368,2024-04-07,15,1,29.0,29.0,1,Fabrizio,09:15,C1599
369,2024-04-07,16,1,30.0,30.0,4,Katia,18:45,C0266
370,2024-04-07,7,3,0.47,1.41,4,Katia,19:45,C2254
371,2024-04-07,18,1,28.0,28.0,2,Angela,15:00,C2085
372,2024-04-07,2,1,0.49,0.49,2,Angela,12:45,C1035
373,2024-04-07,4,1,0.54,0.54,1,Fabrizio,20:30,C1114
374,2024-04-07,17,1,30.0,30.0,2,Angela,11:00,C0744
375,2024-04-07,10,1,399.0,399.0,1,Fabrizio,09:45,C2067
376,2024-04-07,14,1,85.0,85.0,4,Katia,17:45,C0374
377,2024-04-07,18,1,28.0,28.0,3,Laura,17:15,C1810
378,2024-04-07,6,3,0.74,2.22,2,Angela,17:45,C0094
379,2024-04-07,2,2,0.49,0.98,1,Fabrizio,11:00,C0032
380,2024-04-07,7,2,0.47,0.94,2,Angela,19:45,C0140
381,2024-04-07,7,3,0.47,1.41,1,Fabrizio,18:45,C1594
382,2024-04-07,21,1,32.0,32.0,3,Laura,12:45,C2781
383,2024-04-07,3,3,0.7,2.1,3,Laura,14:45,C2802
384,2024-04-07,18,1,28.0,28.0,1,Fabrizio,16:30,C1243
385,2024-04-07,18,1,28.0,28.0,4,Katia,10:45,C1565
386,2024-04-07,16,1,30.0,30.0,3,Laura,17:00,C1583
387,2024-04-07,21,1,32.0,32.0,2,Angela,15:45,C1932
388,2024-04-08,18,1,28.0,28.0,1,Fabrizio,15:45,C0058
